x_m,y_m,w_tr_right_m,w_tr_left_m
23.226781737,2.298687755,0.457200000,0.457200000
23.251763957,2.298687755,0.457200000,0.457200000
23.276746176,2.298687755,0.457200000,0.457200000
23.301728396,2.298687755,0.457200000,0.457200000
23.326710616,2.298687755,0.457200000,0.457200000
23.351692835,2.298687755,0.457200000,0.457200000
23.376675055,2.298687755,0.457200000,0.457200000
23.401657274,2.298687755,0.457200000,0.457200000
23.426639494,2.298687755,0.457200000,0.457200000
23.451621713,2.298687755,0.457200000,0.457200000
23.476603933,2.298687755,0.457200000,0.457200000
23.501586152,2.298687755,0.457200000,0.457200000
23.526568372,2.298687755,0.457200000,0.457200000
23.551550591,2.298687755,0.457200000,0.457200000
23.576532811,2.298687755,0.457200000,0.457200000
23.601515030,2.298687755,0.457200000,0.457200000
23.626497250,2.298687755,0.457200000,0.457200000
23.651479469,2.298687755,0.457200000,0.457200000
23.676461689,2.298687755,0.457200000,0.457200000
23.701443908,2.298687755,0.457200000,0.457200000
23.726426128,2.298687755,0.457200000,0.457200000
23.751408347,2.298687755,0.457200000,0.457200000
23.776390567,2.298687755,0.457200000,0.457200000
23.801372786,2.298687755,0.457200000,0.457200000
23.826355006,2.298687755,0.457200000,0.457200000
23.851337225,2.298687755,0.457200000,0.457200000
23.876319445,2.298687755,0.457200000,0.457200000
23.901301664,2.298687755,0.457200000,0.457200000
23.926283884,2.298687755,0.457200000,0.457200000
23.951266103,2.298687755,0.457200000,0.457200000
23.976248323,2.298687755,0.457200000,0.457200000
24.001230542,2.298687755,0.457200000,0.457200000
24.026212762,2.298687755,0.457200000,0.457200000
24.051194981,2.298687755,0.457200000,0.457200000
24.076177201,2.298687755,0.457200000,0.457200000
24.101159420,2.298687755,0.457200000,0.457200000
24.126141640,2.298687755,0.457200000,0.457200000
24.151123859,2.298687755,0.457200000,0.457200000
24.176106079,2.298687755,0.457200000,0.457200000
24.201088298,2.298687755,0.457200000,0.457200000
24.226070518,2.298687755,0.457200000,0.457200000
24.251052737,2.298687755,0.457200000,0.457200000
