s_m,x_m,y_m,yaw_rad,curvature_1pm,left_clearance_m,right_clearance_m
5.571034951,26.199665859,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
5.596017171,26.224648079,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
5.620999390,26.249630299,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
5.645981610,26.274612518,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
5.670963829,26.299594738,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
5.695946049,26.324576957,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
5.720928268,26.349559177,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
5.745910488,26.374541396,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
5.770892707,26.399523616,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
5.795874927,26.424505835,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
5.820857146,26.449488055,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
5.845839366,26.474470274,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
5.870821586,26.499452494,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
5.895803805,26.524434713,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
5.920786025,26.549416933,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
5.945768244,26.574399152,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
5.970750464,26.599381372,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
5.995732683,26.624363591,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
6.020714903,26.649345811,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
6.045697122,26.674328030,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
6.070679342,26.699310250,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
6.095661561,26.724292469,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
6.120643781,26.749274689,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
6.145626000,26.774256908,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
6.170608220,26.799239128,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
6.195590439,26.824221347,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
6.220572659,26.849203567,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
6.245554878,26.874185786,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
6.270537098,26.899168006,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
6.295519317,26.924150225,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
6.320501537,26.949132445,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
6.345483756,26.974114664,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
6.370465976,26.999096884,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
6.395448195,27.024079103,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
6.420430415,27.049061323,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
6.445412634,27.074043542,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
6.470394854,27.099025762,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
6.495377073,27.124007981,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
6.520359293,27.148990201,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
6.545341512,27.173972420,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
6.570323732,27.198954640,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
6.595305951,27.223936860,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
6.620288171,27.248919079,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
6.645270390,27.273901299,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
6.670252610,27.298883518,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
6.695234829,27.323865738,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
6.720217049,27.348847957,2.298687755,0.000000000,0.000000000,0.457200000,0.457200000
6.745199268,27.373830177,2.298687755,0.000000000,0.059328027,0.457200000,0.457200000
6.770029399,27.398660301,2.298706044,0.001473123,0.059328027,0.457200000,0.457200000
6.794859530,27.423490371,2.298760910,0.002946246,0.059328027,0.457200000,0.457200000
6.819689661,27.448320334,2.298852355,0.004419368,0.059328027,0.457200000,0.457200000
6.844519792,27.473150135,2.298980377,0.005892491,0.059328027,0.457200000,0.457200000
6.869349923,27.497979720,2.299144976,0.007365614,0.059328027,0.457200000,0.457200000
6.894180054,27.522809036,2.299346152,0.008838737,0.059328027,0.457200000,0.457200000
6.919010185,27.547638029,2.299583904,0.010311860,0.059328027,0.457200000,0.457200000
6.943840316,27.572466644,2.299858232,0.011784983,0.059328027,0.457200000,0.457200000
6.968670447,27.597294829,2.300169136,0.013258105,0.059328027,0.457200000,0.457200000
6.993500578,27.622122528,2.300516614,0.014731228,0.059328027,0.457200000,0.457200000
7.018330709,27.646949689,2.300900666,0.016204351,0.059328027,0.457200000,0.457200000
7.043160840,27.671776257,2.301321290,0.017677474,0.059328027,0.457200000,0.457200000
7.067990971,27.696602179,2.301778488,0.019150597,0.059328027,0.457200000,0.457200000
7.092821102,27.721427400,2.302272256,0.020623719,0.059328027,0.457200000,0.457200000
7.117651233,27.746251866,2.302802594,0.022096842,0.059328027,0.457200000,0.457200000
7.142481364,27.771075525,2.303369501,0.023569965,0.059328027,0.457200000,0.457200000
7.167311495,27.795898321,2.303972976,0.025043088,0.059328027,0.457200000,0.457200000
7.192141626,27.820720202,2.304613017,0.026516211,0.059328027,0.457200000,0.457200000
7.216971757,27.845541112,2.305289623,0.027989333,0.059328027,0.457200000,0.457200000
7.241801888,27.870360999,2.306002793,0.029462456,0.059328027,0.457200000,0.457200000
7.266632019,27.895179809,2.306752524,0.030935579,0.059328027,0.457200000,0.457200000
7.291462150,27.919997487,2.307538816,0.032408702,0.059328027,0.457200000,0.457200000
7.316292281,27.944813980,2.308361667,0.033881825,0.059328027,0.457200000,0.457200000
7.341122412,27.969629234,2.309221074,0.035354948,0.059328027,0.457200000,0.457200000
7.365952543,27.994443195,2.310117037,0.036828070,0.059328027,0.457200000,0.457200000
7.390782674,28.019255809,2.311049552,0.038301193,0.059328027,0.457200000,0.457200000
7.415612805,28.044067022,2.312018618,0.039774316,0.059328027,0.457200000,0.457200000
7.440442936,28.068876781,2.313024234,0.041247439,0.059328027,0.457200000,0.457200000
7.465273067,28.093685032,2.314066396,0.042720562,0.059328027,0.457200000,0.457200000
7.490103198,28.118491721,2.315145102,0.044193684,0.059328027,0.457200000,0.457200000
7.514933329,28.143296793,2.316260351,0.045666807,0.059328027,0.457200000,0.457200000
7.539763460,28.168100196,2.317412139,0.047139930,0.059328027,0.457200000,0.457200000
7.564593591,28.192901875,2.318600464,0.048613053,0.059328027,0.457200000,0.457200000
7.589423722,28.217701777,2.319825325,0.050086176,0.059328027,0.457200000,0.457200000
7.614253853,28.242499847,2.321086717,0.051559299,0.059328027,0.457200000,0.457200000
7.639083984,28.267296033,2.322384638,0.053032421,0.059328027,0.457200000,0.457200000
7.663914115,28.292090279,2.323719085,0.054505544,0.059328027,0.457200000,0.457200000
7.688744246,28.316882533,2.325090057,0.055978667,0.059328027,0.457200000,0.457200000
7.713574377,28.341672740,2.326497548,0.057451790,0.059328027,0.457200000,0.457200000
7.738404508,28.366460847,2.327941558,0.058924913,0.059328027,0.457200000,0.457200000
7.763234639,28.391246799,2.329422081,0.060398035,0.059328027,0.457200000,0.457200000
7.788064770,28.416030544,2.330939116,0.061871158,0.059328027,0.457200000,0.457200000
7.812894901,28.440812028,2.332492658,0.063344281,0.059328027,0.457200000,0.457200000
7.837725032,28.465591195,2.334082705,0.064817404,0.059328027,0.457200000,0.457200000
7.862555163,28.490367994,2.335709253,0.066290527,0.059328027,0.457200000,0.457200000
7.887385294,28.515142369,2.337372299,0.067763650,0.059328027,0.457200000,0.457200000
7.912215425,28.539914268,2.339071838,0.069236772,0.059328027,0.457200000,0.457200000
7.937045556,28.564683636,2.340807868,0.070709895,0.059328027,0.457200000,0.457200000
7.961875687,28.589450421,2.342580384,0.072183018,0.059328027,0.457200000,0.457200000
7.986705818,28.614214567,2.344389382,0.073656141,0.059328027,0.457200000,0.457200000
8.011535949,28.638976021,2.346234859,0.075129264,0.059328027,0.457200000,0.457200000
8.036366080,28.663734730,2.348116811,0.076602386,0.059328027,0.457200000,0.457200000
8.061196211,28.688490639,2.350035234,0.078075509,0.059328027,0.457200000,0.457200000
8.086026342,28.713243696,2.351990122,0.079548632,0.059328027,0.457200000,0.457200000
8.110856473,28.737993846,2.353981473,0.081021755,0.059328027,0.457200000,0.457200000
8.135686604,28.762741036,2.356009282,0.082494878,0.059328027,0.457200000,0.457200000
8.160516735,28.787485211,2.358073545,0.083968000,0.059328027,0.457200000,0.457200000
8.185346866,28.812226319,2.360174256,0.085441123,0.059328027,0.457200000,0.457200000
8.210176996,28.836964305,2.362311411,0.086914246,0.059328027,0.457200000,0.457200000
